DOW,area.hectares,max_depth_m,mean.gdd,proportion_disturbed_ws,littoral.zone,secchi.m,blackbullhead,blackcrappie,bowfin,brownbullhead,commoncarp,goldenshiner,greensunfish,largemouthbass,northernpike,rockbass,smallmouthbass,walleye,whitesucker,yellowbullhead,yellowperch,Lepomis,coldwater
21019700,32.85645634,9.144,2670.523923,0.271464646,NA,1.8,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0
21019900,113.9069684,10.668,2631.543034,0.481564689,NA,1.9812,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
21021200,109.0021741,7.3152,2600.711541,0.685458544,0.849085959,2.6,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
21021300,94.54274332,10.668,2585.344001,0.655031571,0.84018624,2.208,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0
21021600,64.55551072,14.0208,2624.037544,0.648739932,0.58965308,2.475,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
21022600,58.32739318,11.5824,2570.608341,0.056710775,NA,4.2,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0
21024200,246.9798658,4.8768,2562.523596,0.641354894,1,2.255,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0
21024500,333.3884205,9.7536,2504.165708,0.390780668,1,4.495,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
21025700,482.1307598,7.62,2655.471174,0.368970147,NA,1.63068,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
21026400,152.1700297,4.2672,2622.37675,0.677055511,0.497711978,1.065,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
21029100,365.3100522,6.7056,2614.198015,0.646232587,0.535675915,1.52,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
21037500,1607.076903,4.2672,2686.633606,0.333955333,NA,0.435,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
22000700,107.8002567,1.2192,2788.336749,0.627822752,NA,0.31216,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
22007400,80.60535748,6.096,3006.50601,0.434181169,0.396566705,0.91,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0
24001400,1080.175731,1.6764,2862.40173,0.833672133,0.81109974,0.45,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0
24001800,210.9587649,4.2672,2945.927314,0.861771698,NA,0.57912,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0
24002500,237.7853999,1.8288,2884.732887,0.678971655,NA,0.15,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0
24004300,8.52673402,2.1336,2879.367465,0.657894737,1,0.762,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0
26000200,1521.870265,6.4008,2664.010104,0.354672711,0.441687415,0.795,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0
26002000,62.1800039,6.7056,2742.155286,0.768615807,0.301407554,1.2,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
26004000,83.60408074,8.8392,2660.686472,0.754026354,0.620303613,1.915,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
26004600,53.15955296,3.9624,2682.535682,0.882148545,0.358867827,0.8382,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0
26009500,214.3338462,8.5344,2612.598028,0.580677677,0.726149667,1.4,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
26009700,734.7762296,7.0104,2632.095329,0.560368187,0.56317273,0.91,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
26018500,102.2074962,4.8768,2619.058297,0.807138914,NA,3.4288,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0
26028200,218.732783,3.3528,2730.110281,0.552262994,NA,0.61,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
27000100,41.04730098,2.8956,2778.305527,0.79247152,NA,1.9812,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
27001400,4.5931861,7.3152,2980.652854,0.602209945,NA,0.75,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
27001600,138.0869569,26.5176,2871.324553,0.78623198,0.377388422,2.9825,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27001800,21.42002998,10.0584,2946.673339,0.55440372,0.388908172,1.47,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
27001900,81.43901064,10.0584,2971.904292,0.838082316,0.24713705,1.24,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27003100,169.7293553,24.9936,2859.124241,0.808058489,0.408705295,3.05,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
27003700,16.13887768,7.62,2889.872049,0.485966936,0.67934062,1.945,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27003900,66.28351994,15.5448,2912.612592,0.80875415,0.411958671,1.91,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
27004000,45.22770736,9.4488,2943.646931,0.806497559,0.72722752,1.0675,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0
27004700,75.24326798,8.5344,2913.443092,0.493728048,1,3.05,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0
27004800,35.58403998,3.6576,2928.230488,0.672904484,0.449121405,0.9075,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0
27006700,71.88032732,13.716,2847.505724,0.676252076,0.584020656,1.98,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27007000,46.10182912,5.7912,2977.053095,0.809135921,0.831837779,0.8,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
27007100,12.43600078,11.2776,2994.79377,0.889726673,NA,4.925,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
27007600,39.21812026,4.8768,2983.147942,0.794148749,0.800423493,0.8,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
27007800,66.4494412,4.8768,3039.908642,0.750051081,0.349563794,0.5,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
27010400,374.4316746,14.9352,2850.657064,0.770914509,0.386121129,1.22,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27011101,116.2298661,10.3632,2883.303874,0.591001042,0.660466571,1.6,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27011700,61.54869374,17.3736,2778.523639,0.642921147,0.498612493,1.875,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
27011800,96.20600278,14.6304,2902.378936,0.667813226,0.29616986,1.4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27016000,115.3314631,10.0584,2889.628971,0.550008222,0.31650534,0.85,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27017600,336.7068457,17.6784,2772.685631,0.536829591,0.412306255,1.16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27017900,28.10948956,23.1648,2834.172151,0.133632287,NA,3.81,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0
27018100,69.89736592,13.716,2874.678629,0.434663342,0.301579623,0.9,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
27018400,206.4020006,6.7056,2907.947559,0.359325907,0.822793177,1.0287,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
27019100,227.1097832,17.9832,2797.445377,0.675138025,NA,0.6096,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
27019200,106.5457301,9.144,2829.080559,0.456926158,0.270319413,0.97,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0
29002500,94.0490264,19.812,2388.605677,0.176541261,0.754896229,3.2251,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
29003200,53.03814716,18.288,2325.736787,0.290254794,0.986043936,6.4,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
29003600,303.9070454,24.384,2343.628814,0.13200578,NA,4.2291,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
29004500,70.90503406,12.192,2339.009493,0.128381916,0.9549519,3.41376,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
29004800,187.919991,27.7368,2324.07609,0.014005701,0.470326986,3.4,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
29006100,388.3447793,9.7536,2291.539895,0.151638805,0.983813198,3.66,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0
29007100,347.9571165,12.8016,2315.594843,0.359913054,0.968573945,4.5,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
29007200,203.5449174,9.144,2388.605677,0.175719105,0.631743735,2.6675,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
29007500,984.7588655,40.5384,2268.265863,0.077260229,0.339948899,3.51,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
29007700,260.3749724,10.668,2434.090327,0.184859781,0.61042268,1.6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
29007800,178.3167922,3.048,2434.090327,0.184372576,1,2.59,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
29008500,89.61366784,10.668,2434.090327,0.189003796,0.637992247,2.0896,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
29008600,211.2541857,4.572,2381.784999,0.189209805,0.887405069,1.28,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
29008700,58.46093956,6.4008,2387.167263,0.567723848,1,3.375,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0
29009100,105.4692653,12.8016,2390.508588,0.199883978,0.66464121,2.665,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
29009200,161.9229623,10.668,2377.090929,0.151975634,0.951287062,3.05,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
29009300,137.4232719,12.192,2377.090929,0.19194661,0.736565942,2.74,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
29009800,69.54124224,9.7536,2277.888792,0.010041601,1,4.27,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0
29010101,153.3962283,29.2608,2215.577121,0.061206312,0.707922685,6.425,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
29010103,109.1316736,15.24,2234.464867,0.055847835,0.991472514,4.9149,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
29011000,52.86817904,10.3632,2171.303585,0.053355631,1,6.15,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0
29011700,230.4767707,29.2608,2257.12196,0.19610213,NA,7.5438,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
29012700,9.37252776,22.2504,2376.313229,0.003714109,0.922721715,6.2484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29014200,132.0935573,7.0104,2490.0805,0.642044312,0.944959191,2.4,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
29014300,138.9610787,7.3152,2344.731106,0.65092326,1,3.165,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
29014600,605.6773488,17.0688,2320.437453,0.111381418,0.987251416,5.51125,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
29014800,185.80753,16.764,2194.595199,0.035553778,0.9248954,4.505,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
29015000,165.7229639,24.384,2258.499483,0.06460828,0.884273718,6.25,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
29015100,654.6564953,20.7264,2228.1159,0.034190522,NA,3.7592,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
29015700,85.995775,3.6576,2342.149377,0.251530521,1,2.13,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
29016100,779.4697515,41.148,2324.058471,0.37492996,0.529756258,3.267375,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
29016200,137.8117704,8.5344,2345.331026,0.366934393,1,3.7,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
29017200,41.1768005,7.62,2333.940608,0.045648238,1,3.275,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0
29017800,125.5700189,7.9248,2155.177527,0.117891042,1,3.825,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
29018000,259.4725226,33.528,2194.595199,0.03845547,0.754548217,4.81,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
29018400,136.1161361,25.6032,2295.169792,0.260637062,0.569208511,4.965,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
29018500,661.6939849,41.148,2225.356157,0.043658487,0.655459294,6.415833333,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
29021500,68.97063498,11.2776,2363.147291,0.030383905,NA,1.3596,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
29021600,334.1573239,8.8392,2275.966051,0.146542189,0.974322581,3.05,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
29022700,86.32357066,11.5824,2302.856675,0.030286034,NA,3.6576,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
29023400,30.48499638,4.8768,2318.968392,0.096145518,NA,2.8956,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0
29023700,18.37679126,19.2024,2430.164703,0.036204744,0.78104261,4.4196,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29024200,664.7210362,23.1648,2353.197782,0.099561144,0.529500655,3.2,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
29024300,848.2582777,26.5176,2281.395401,0.091252052,0.565114159,3.1625,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
29024600,169.0009205,4.2672,2167.778427,0.081841433,NA,4.3448,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0
29025000,173.7397935,5.1816,2440.644221,0.207144957,0.640607817,1.22,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0
29025400,219.0362975,19.812,2366.439756,0.084504943,0.6094211,2.59,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
29025600,171.3966616,23.4696,2344.787589,0.083385985,0.704072926,3.3125,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
29027500,15.59659844,13.716,2400.420957,0.00151918,0.970468871,3.9624,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29030000,145.4360547,11.8872,2340.56793,0.06097806,NA,2.7432,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
29031300,154.1651317,16.4592,2375.585457,0.101104148,0.992100318,5.3332,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
30000900,120.6611778,1.8288,2872.003771,0.483020743,0.442549159,0.2325,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
30002200,90.1640408,10.9728,2746.867303,0.610744456,0.53185166,1.4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
30004300,143.3519218,10.0584,2639.312188,0.629110039,0.836746671,1.98,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
30007200,154.4200839,4.572,2890.705656,0.490607868,0.287966751,0.46,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
30009600,86.67160062,6.4008,2690.948209,0.673909562,0.752956296,1.145,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0
30010700,106.4486054,9.4488,2822.586521,0.495467719,NA,1.23444,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
30013500,98.20515162,15.6972,2804.999696,0.427179352,0.939607453,3.96,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0
30013600,337.0548757,8.5344,2833.199002,0.590943165,0.389402113,1.2975,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
31006700,998.5384238,19.812,2283.355152,0.048280754,NA,3.9624,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
31008400,218.1055197,25.908,2236.513649,0.141566265,0.793817637,4.8,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
31015800,131.8912143,13.716,2256.263252,0.028394104,0.829654829,4.0837,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0
31021600,750.3728281,41.148,2228.013724,0.120194893,0.526087748,5.2,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
31026800,186.301247,12.192,2224.611776,0.031219272,1,5.183333,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
31035300,551.8743451,10.3632,2419.618438,0.030925466,0.3573279,1.37,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
31038400,472.6125451,9.4488,2371.104245,0.042533895,0.6046941,1.27635,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
31039200,898.8764026,35.052,2188.38321,0.020009788,0.8371305,5.37,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
31052400,240.2054222,10.9728,2118.143563,0.020449638,NA,4.572,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0
31053200,2715.285232,34.1376,2243.690317,0.093594117,NA,4.572,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
31053800,563.5090676,10.9728,2295.058144,0.007076877,0.9116215,2.82,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
31055400,489.6579194,32.004,2270.257143,0.037298049,0.4175603,4.27,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
31062200,42.7348416,9.144,2295.017023,0.046617301,0.9441927,2.8699,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0
31062400,211.7924181,11.8872,2272.240643,0.063341786,0.9910142,4.11,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
31064900,12.31864184,12.192,2265.785042,0.04519774,NA,3.504,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
31065300,336.5449713,27.432,2226.838113,0.032947387,0.7424061,4.23,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
31071900,1656.865421,36.8808,2216.18735,0.057670766,0.5627356,5.255,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
31072200,515.4930737,18.5928,2266.355453,0.024637102,0.9765269,4.1125,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
31072500,851.0587049,41.7576,2202.096181,0.025339824,0.72765875,4.95,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
31075800,132.1623539,10.0584,2313.531899,0.091787762,0.6270334,2.4,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
31077500,96.78470376,13.716,2253.882453,0.038949798,0.8543329,4.495,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0
31077900,198.9760125,8.8392,2360.95571,0.063004535,0.9576902,2.3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
31078600,704.1779212,12.8016,2324.695147,0.036927851,0.4020409,2.6,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
31081200,1754.423075,25.908,2283.18709,0.030808222,0.447018,3.6,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1
31081300,3855.900817,9.7536,2290.947024,0.039888984,0.4873546,1.5258,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
31083200,120.1027111,9.7536,2334.437989,0.008669461,NA,2.74,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
31089600,1154.059254,7.3152,2168.120407,0.040438508,0.9167918,1.8288,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
31091300,1257.824791,10.668,2254.044021,0.045144213,0.8208921,2.44,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
31092100,245.7698547,8.8392,2375.321571,0.042384252,0.74433275,1.5625,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1
31132504,16.28051778,94.7928,2375.814146,NA,NA,6.86,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
32001700,39.052199,3.048,2685.831441,0.602854744,0.64650415,1.08768,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
32001800,120.2403043,7.9248,2853.719201,0.616200867,0.51127865,1.96596,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0
32002000,286.1008614,2.1336,2857.058882,0.861286227,0.1464858,0.4572,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0
32002200,175.6984738,2.7432,2924.785005,0.61476488,0.07937292,0.5175,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
32002400,246.453774,2.4384,2840.901001,0.644694132,0.7208918,0.685,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
32003300,47.348262,1.8288,2668.567007,0.907893819,NA,0.5,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0
32005707,1068.933554,1.524,2833.88825,0.911637489,NA,0.23716,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0
32005800,77.42452552,2.4384,2869.103743,0.476028176,NA,0.25,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
32006900,376.2972771,2.7432,2896.508617,0.764122584,0.111413505,0.3643,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
33000100,127.2858876,3.9624,2648.684423,0.174070306,0.5124586,0.8536,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
33000900,166.8115692,3.3528,2549.025788,0.145039682,1,1.905,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0
33001500,91.61281668,3.3528,2650.088665,0.409438763,0.4150927,0.61,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0
33002800,509.5967986,4.572,2680.701105,0.215597029,0.3841049,0.91,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
33003200,72.43474714,14.6304,2779.49065,0.530022136,0.5742246,2.135,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
33003600,203.4680271,2.4384,2658.62992,0.272179746,0.63982525,0.64625,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
33004000,264.4582541,5.1816,2600.519083,0.111269446,0.5945411,0.9,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
34002202,414.1839804,2.7432,2694.319114,0.652617144,0.70131175,0.716042,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
34002800,15.8029883,2.4384,2617.300027,0.864173229,NA,0.303276,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
34003200,36.16678782,7.9248,2778.902741,0.765866021,NA,1.325,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0
34003300,61.92505172,3.6576,2712.79739,0.719826964,0.7070051,0.6965,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
34004400,650.2899334,8.2296,2690.090696,0.754718846,0.3918631,1.6144,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
34006200,261.8804043,3.9624,2574.738692,0.693293363,1,1.37,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
34006600,133.1336003,14.0208,2587.818082,0.409054735,0.84674745,3.48625,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
34007200,465.9595073,2.37744,2591.204682,0.283452001,1,1.1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0
34007800,20.25858116,9.4488,2721.308762,0.821121192,NA,1.8288,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
34007900,2250.309112,33.528,2626.299732,0.592058098,0.5173806,3.30695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34008600,1085.570195,5.4864,2803.935613,0.811410725,0.3550839,1.22,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0
34011600,29.6027809,17.3736,2718.687735,0.454394693,0.7439244,3.715,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
34011900,31.96614714,12.4968,2637.938535,0.730235784,0.9466625,3.95,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
34014200,92.32506404,10.3632,2671.132957,0.288135594,1,3.66,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
34015400,407.8992068,12.192,2605.448144,0.634773945,0.5748191,1.7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
34015800,919.0095311,4.2672,2611.898678,0.665296852,NA,3.06324,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
34016900,709.8961343,4.572,2826.897976,0.862132844,NA,0.931,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0
34017100,341.5509371,20.4216,2738.656282,0.760041434,0.3586468,1.8,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0
34017200,297.3025699,3.048,2779.760759,0.489991115,0.34351,0.4572,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
34018000,255.8627235,4.2672,2760.100434,0.781808104,0.24566395,0.4572,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0
34018100,203.5530111,7.3152,2716.797048,0.772738223,0.83243635,0.74766665,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0
34019200,634.4950388,4.8768,2717.587206,0.468931569,1,1.99,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
34019300,70.22111472,9.7536,2717.122501,0.282732448,0.9889469,2.9,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
34020600,297.8124743,7.9248,2694.650035,0.184473854,0.8815569,2.7,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
34021700,285.4614575,12.192,2679.892294,0.481836875,0.5794166,2.635,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
34022400,210.8818746,12.8016,2666.16734,0.365183752,0.5591412,1.9425,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
34024600,273.1832843,4.2672,2776.177659,0.499442133,0.2070276,0.5675,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0
34025100,946.4715231,10.0584,2613.578938,0.712481002,0.84717175,1.12776,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
34032100,43.81535322,4.2672,2810.875227,0.53929024,0.2202672,0.7,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
35000300,117.3184714,8.8392,2532.548041,0.749878649,0.5784153,1.524,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0
36000800,21.88946574,2.1336,2137.259481,0,NA,0.73152,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
36001100,46.39320304,9.144,2235.112631,0.131522596,1,3.6,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0
36001400,48.40449246,15.24,2192.778899,0.140264027,0.8017626,2.1336,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0
36001800,123.1135749,4.8768,2343.713329,0.169256756,NA,1.167384,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
36001900,15.73823854,15.8496,2313.326123,0.407665505,NA,3.81,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0
37004600,2323.197108,4.572,2907.339227,0.756613088,NA,0.4572,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0
38002000,33.05475248,5.4864,NA,0.002206531,1,2.5908,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38002400,110.0341234,5.4864,NA,0.006556517,NA,2.8956,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
38002600,19.54228694,6.7056,NA,0.012554113,NA,2.22504,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38002800,17.03323374,18.5928,NA,0.019060585,0.9701864,6.4008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
